2.099999999999999645e+00,0.000000000000000000e+00,-3.000000000000000000e+00
1.952530620365327874e+00,3.730348307472821645e-01,-2.879999999999999893e+00
1.530834117584964016e+00,7.226305111525730407e-01,-2.760000000000000231e+00
8.941365122866525850e-01,1.026820658893032867e+00,-2.640000000000000124e+00
1.318600910115579339e-01,1.266491888253022502e+00,-2.520000000000000018e+00
-6.489356881873893368e-01,1.426584774442730241e+00,-2.400000000000000355e+00
-1.338590378472248377e+00,1.497040092642407227e+00,-2.280000000000000249e+00
-1.840244028092113293e+00,1.473430876093032804e+00,-2.160000000000000142e+00
-2.083440872760403462e+00,1.357240578699029143e+00,-2.040000000000000036e+00
-2.034024638370125260e+00,1.155769864163683991e+00,-1.919999999999999929e+00
-1.698935688187389381e+00,8.816778784387098167e-01,-1.799999999999999822e+00
-1.125236269455893723e+00,5.521868290270172119e-01,-1.680000000000000160e+00
-3.935007606300217065e-01,1.879998503464568038e-01,-1.560000000000000053e+00
3.935007606300209293e-01,-1.879998503464564430e-01,-1.439999999999999947e+00
1.125236269455893057e+00,-5.521868290270174340e-01,-1.319999999999999840e+00
1.698935688187389381e+00,-8.816778784387095946e-01,-1.200000000000000178e+00
2.034024638370125260e+00,-1.155769864163683991e+00,-1.080000000000000071e+00
2.083440872760403462e+00,-1.357240578699029587e+00,-9.599999999999998535e-01
1.840244028092113959e+00,-1.473430876093033026e+00,-8.400000000000000799e-01
1.338590378472248155e+00,-1.497040092642407227e+00,-7.199999999999999734e-01
6.489356881873902250e-01,-1.426584774442730463e+00,-5.999999999999998668e-01
-1.318600910115566849e-01,-1.266491888253023390e+00,-4.800000000000000933e-01
-8.941365122866505866e-01,-1.026820658893033311e+00,-3.599999999999999867e-01
-1.530834117584964904e+00,-7.226305111525730407e-01,-2.399999999999998801e-01
-1.952530620365328096e+00,-3.730348307472830527e-01,-1.200000000000001066e-01
-2.099999999999999645e+00,-3.673940397442059375e-16,0.000000000000000000e+00
-1.952530620365328318e+00,3.730348307472823310e-01,1.200000000000001066e-01
-1.530834117584963128e+00,7.226305111525734848e-01,2.400000000000002132e-01
-8.941365122866519188e-01,1.026820658893033977e+00,3.600000000000003197e-01
-1.318600910115619307e-01,1.266491888253022058e+00,4.799999999999997602e-01
6.489356881873886707e-01,1.426584774442730241e+00,5.999999999999998668e-01
1.338590378472246822e+00,1.497040092642407227e+00,7.199999999999999734e-01
1.840244028092113959e+00,1.473430876093032804e+00,8.400000000000000799e-01
2.083440872760403462e+00,1.357240578699028921e+00,9.600000000000001865e-01
2.034024638370125260e+00,1.155769864163682881e+00,1.080000000000000293e+00
1.698935688187390269e+00,8.816778784387100387e-01,1.199999999999999734e+00
1.125236269455894167e+00,5.521868290270169899e-01,1.319999999999999840e+00
3.935007606300242600e-01,1.879998503464558324e-01,1.439999999999999947e+00
-3.935007606300220395e-01,-1.879998503464547777e-01,1.560000000000000053e+00
-1.125236269455892391e+00,-5.521868290270158797e-01,1.680000000000000160e+00
-1.698935688187388715e+00,-8.816778784387091505e-01,1.800000000000000266e+00
-2.034024638370124372e+00,-1.155769864163681993e+00,1.919999999999999707e+00
-2.083440872760403462e+00,-1.357240578699028255e+00,2.040000000000000036e+00
-1.840244028092113293e+00,-1.473430876093032804e+00,2.160000000000000142e+00
-1.338590378472251707e+00,-1.497040092642407227e+00,2.280000000000000249e+00
-6.489356881873908911e-01,-1.426584774442730685e+00,2.400000000000000355e+00
1.318600910115596547e-01,-1.266491888253022724e+00,2.520000000000000462e+00
8.941365122866499204e-01,-1.026820658893034643e+00,2.639999999999999680e+00
1.530834117584964016e+00,-7.226305111525744840e-01,2.759999999999999787e+00
1.952530620365326097e+00,-3.730348307472833858e-01,2.879999999999999893e+00
